@relation Results

@attribute Area numeric
@attribute X numeric
@attribute Y numeric
@attribute XM numeric
@attribute YM numeric
@attribute Major numeric
@attribute Minor numeric
@attribute Angle numeric
@attribute Circ numeric
@attribute IntDen numeric
@attribute RawIntDen numeric
@attribute Slice numeric
@attribute AR numeric
@attribute Round numeric
@attribute Solidity numeric
@attribute especie {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}

@data
68626,160.427,120.546,160.427,120.546,341.703,255.711,4.651,0.69,17499630,17499630,1717,1.336,0.748,0.894,29
63472,158.615,120.38,158.615,120.38,328.526,245.993,6.368,0.639,16185360,16185360,1718,1.336,0.749,0.826,29
65870,159.372,119.442,159.372,119.442,335.857,249.714,5.137,0.658,16796850,16796850,1719,1.345,0.744,0.858,29
69224,160.643,120.089,160.643,120.089,343.34,256.709,3.715,0.696,17652120,17652120,1720,1.337,0.748,0.901,29
68337,159.614,120.444,159.614,120.444,340.886,255.245,4.489,0.687,17425935,17425935,1721,1.336,0.749,0.89,29
66978,157.608,119.281,157.608,119.281,337.621,252.588,5.643,0.674,17079390,17079390,1722,1.337,0.748,0.872,29
66487,158.775,120.044,158.775,120.044,337.151,251.086,5.588,0.669,16954185,16954185,1723,1.343,0.745,0.866,29
64546,157.863,120.67,157.863,120.67,330.605,248.582,5.624,0.649,16459230,16459230,1724,1.33,0.752,0.84,29
63687,159.091,119.319,159.091,119.319,329.58,246.037,6.111,0.641,16240185,16240185,1725,1.34,0.747,0.829,29
64075,158.855,120.187,158.855,120.187,331.302,246.249,6.466,0.645,16339125,16339125,1726,1.345,0.743,0.834,29
66701,159.243,120.689,159.243,120.689,337.391,251.715,5.552,0.671,17008755,17008755,1727,1.34,0.746,0.869,29
69526,159.034,120.426,159.034,120.426,342.922,258.144,3.67,0.699,17729130,17729130,1728,1.328,0.753,0.905,29
65135,156.352,120.543,156.352,120.543,333.851,248.411,6.735,0.655,16609425,16609425,1729,1.344,0.744,0.848,29
65634,158.597,120.141,158.597,120.141,332.923,251.012,5.039,0.66,16736670,16736670,1730,1.326,0.754,0.855,29
69284,158.277,120.846,158.277,120.846,343.457,256.844,3.387,0.697,17667420,17667420,1731,1.337,0.748,0.902,29
70564,158.399,121.14,158.399,121.14,345.332,260.169,3.247,0.71,17993820,17993820,1732,1.327,0.753,0.919,29
68863,158.652,120.903,158.652,120.903,342.385,256.084,4.843,0.693,17560065,17560065,1733,1.337,0.748,0.897,29
70111,159.316,120.286,159.316,120.286,346.544,257.595,2.627,0.705,17878305,17878305,1734,1.345,0.743,0.913,29
63633,163.811,120.86,163.811,120.86,332.78,243.464,0.17,0.64,16226415,16226415,1735,1.367,0.732,0.829,30
64552,165.201,119.993,165.201,119.993,334.016,246.067,0.424,0.649,16460760,16460760,1736,1.357,0.737,0.841,30
63519,164.37,117.441,164.37,117.441,331.992,243.605,178.615,0.639,16197345,16197345,1737,1.363,0.734,0.827,30
67055,158.808,117.461,158.808,117.461,342.52,249.262,0.472,0.675,17099025,17099025,1738,1.374,0.728,0.873,30
61948,157.254,120.534,157.254,120.534,327.68,240.706,179.708,0.623,15796740,15796740,1739,1.361,0.735,0.807,30
65321,164.536,119.717,164.536,119.717,336.008,247.522,179.425,0.657,16656855,16656855,1740,1.357,0.737,0.851,30
63262,165.632,120.01,165.632,120.01,329.351,244.565,0.855,0.636,16131810,16131810,1741,1.347,0.743,0.824,30
65397,160.262,120.596,160.262,120.596,337.601,246.641,0.215,0.658,16676235,16676235,1742,1.369,0.731,0.852,30
63683,158.068,120.269,158.068,120.269,332.238,244.053,179.124,0.641,16239165,16239165,1743,1.361,0.735,0.829,30
63851,162.291,119.844,162.291,119.844,334.469,243.065,0.146,0.642,16282005,16282005,1744,1.376,0.727,0.831,30
66068,160.307,119.756,160.307,119.756,338.691,248.369,179.972,0.665,16847340,16847340,1745,1.364,0.733,0.86,30
64152,158.317,119.862,158.317,119.862,334.271,244.355,179.994,0.645,16358760,16358760,1746,1.368,0.731,0.835,30
63975,156.857,120.607,156.857,120.607,332.862,244.713,179.969,0.644,16313625,16313625,1747,1.36,0.735,0.833,30
61367,156.382,120.821,156.382,120.821,325.58,239.986,0.179,0.617,15648585,15648585,1748,1.357,0.737,0.799,30
63209,157.985,119.844,157.985,119.844,331.818,242.543,179.978,0.636,16118295,16118295,1749,1.368,0.731,0.823,30
62781,155.709,120.711,155.709,120.711,329.536,242.569,0.254,0.632,16009155,16009155,1750,1.359,0.736,0.817,30
63870,156.035,120.592,156.035,120.592,333.529,243.823,0.221,0.643,16286850,16286850,1751,1.368,0.731,0.832,30
64578,158.669,119.453,158.669,119.453,335.781,244.872,0.111,0.65,16467390,16467390,1752,1.371,0.729,0.841,30
63640,157.542,120.702,157.542,120.702,333.092,243.263,179.705,0.64,16228200,16228200,1753,1.369,0.73,0.829,30
62458,158.485,120.193,158.485,120.193,329.766,241.153,0.237,0.628,15926790,15926790,1754,1.367,0.731,0.813,30
63880,155.335,120.027,155.335,120.027,332.771,244.416,179.73,0.643,16289400,16289400,1755,1.361,0.734,0.832,30
62671,160.613,119.875,160.613,119.875,330.889,241.154,0.219,0.63,15981105,15981105,1756,1.372,0.729,0.816,30
62638,157.212,119.968,157.212,119.968,329.504,242.04,0.395,0.63,15972690,15972690,1757,1.361,0.735,0.816,30
61985,154.714,120.358,154.714,120.358,326.33,241.846,179.927,0.624,15806175,15806175,1758,1.349,0.741,0.807,30
60384,155.537,119.75,155.537,119.75,321.343,239.256,179.848,0.607,15397920,15397920,1759,1.343,0.745,0.786,30
62746,158.955,119.713,158.955,119.713,330.88,241.449,179.532,0.631,16000230,16000230,1760,1.37,0.73,0.817,30
69556,160.761,121.244,160.761,121.244,346.038,255.93,0.763,0.7,17736780,17736780,1761,1.352,0.74,0.906,30
69714,159.245,120.29,159.245,120.29,346.696,256.025,0.122,0.701,17777070,17777070,1762,1.354,0.738,0.908,30
71737,159.553,120.465,159.553,120.465,350.637,260.493,0.185,0.722,18292935,18292935,1763,1.346,0.743,0.934,30
70825,159.315,120.249,159.315,120.249,349.11,258.306,179.947,0.712,18060375,18060375,1764,1.352,0.74,0.922,30
71435,160.641,120.458,160.641,120.458,350.085,259.805,179.848,0.719,18215925,18215925,1765,1.347,0.742,0.93,30
69366,159.733,121.274,159.733,121.274,345.265,255.802,179.692,0.698,17688330,17688330,1766,1.35,0.741,0.903,30
73077,160.245,120.995,160.245,120.995,353.533,263.185,0.078,0.735,18634635,18634635,1767,1.343,0.744,0.952,30
71666,161.775,120.741,161.775,120.741,348.766,261.631,0.261,0.721,18274830,18274830,1768,1.333,0.75,0.933,30
69320,159.415,121.308,159.415,121.308,344.837,255.95,179.8,0.697,17676600,17676600,1769,1.347,0.742,0.903,30
73038,159.129,120.631,159.129,120.631,352.866,263.542,179.969,0.735,18624690,18624690,1770,1.339,0.747,0.951,30
68746,161.689,121.289,161.689,121.289,342.797,255.341,0.918,0.692,17530230,17530230,1771,1.343,0.745,0.895,30
69938,160.035,120.604,160.035,120.604,347.286,256.411,179.797,0.704,17834190,17834190,1772,1.354,0.738,0.911,30
70793,157.694,121.562,157.694,121.562,348.397,258.718,179.081,0.712,18052215,18052215,1773,1.347,0.743,0.922,30
68724,160.757,121.498,160.757,121.498,343.494,254.741,179.911,0.691,17524620,17524620,1774,1.348,0.742,0.895,30
71659,160.682,121.07,160.682,121.07,350.599,260.238,0.098,0.721,18273045,18273045,1775,1.347,0.742,0.933,30
71230,160.164,120.913,160.164,120.913,350.644,258.646,0.031,0.717,18163650,18163650,1776,1.356,0.738,0.927,30
72222,158.889,120.545,158.889,120.545,351.104,261.905,179.712,0.727,18416610,18416610,1777,1.341,0.746,0.94,30
71166,159.306,121.125,159.306,121.125,349.726,259.093,179.678,0.716,18147330,18147330,1778,1.35,0.741,0.927,30
71541,160.235,119.9,160.235,119.9,350.592,259.814,0.292,0.72,18242955,18242955,1779,1.349,0.741,0.932,30
70652,162.669,120.451,162.669,120.451,346.886,259.327,0.023,0.711,18016260,18016260,1780,1.338,0.748,0.92,30
65335,161.416,121.274,161.416,121.274,335.514,247.94,0.386,0.657,16660425,16660425,1781,1.353,0.739,0.851,30
70923,161.247,120.902,161.247,120.902,348.758,258.925,0.356,0.713,18085365,18085365,1782,1.347,0.742,0.923,30
71793,158.996,121.127,158.996,121.127,351.532,260.032,179.901,0.722,18307215,18307215,1783,1.352,0.74,0.935,30
72292,161.416,120.419,161.416,120.419,351.899,261.567,0.134,0.725,18434460,18434460,1784,1.345,0.743,0.941,30
72002,161.78,120.428,161.78,120.428,350.949,261.222,0.169,0.724,18360510,18360510,1785,1.343,0.744,0.938,30
69850,161.446,121.528,161.446,121.528,345.654,257.297,0.145,0.703,17811750,17811750,1786,1.343,0.744,0.91,30
73485,159.673,120.313,159.673,120.313,354.011,264.297,179.907,0.74,18738675,18738675,1787,1.339,0.747,0.957,30
73515,159.394,120.768,159.394,120.768,354.217,264.251,179.941,0.74,18746325,18746325,1788,1.34,0.746,0.957,30
71938,160.483,120.376,160.483,120.376,350.318,261.46,0.255,0.724,18344190,18344190,1789,1.34,0.746,0.937,30
69902,160.406,120.385,160.406,120.385,347.186,256.352,179.871,0.703,17825010,17825010,1790,1.354,0.738,0.91,30
71881,160.959,121.133,160.959,121.133,351.686,260.237,0.204,0.723,18329655,18329655,1791,1.351,0.74,0.936,30
73692,159.477,120.285,159.477,120.285,354.857,264.409,0.093,0.741,18791460,18791460,1792,1.342,0.745,0.96,30
73645,159.257,120.594,159.257,120.594,354.87,264.231,0.01,0.741,18779475,18779475,1793,1.343,0.745,0.959,30
72989,160.381,120.077,160.381,120.077,353.743,262.712,0.322,0.734,18612195,18612195,1794,1.347,0.743,0.95,30
71782,160.013,120.994,160.013,120.994,351.125,260.294,179.905,0.722,18304410,18304410,1795,1.349,0.741,0.935,30
71983,160.841,120.536,160.841,120.536,351.253,260.928,0.093,0.724,18355665,18355665,1796,1.346,0.743,0.937,30
71507,160.799,120.612,160.799,120.612,350.445,259.8,0.051,0.719,18234285,18234285,1797,1.349,0.741,0.931,30
70499,160.098,120.323,160.098,120.323,349.183,257.063,179.972,0.709,17977245,17977245,1798,1.358,0.736,0.918,30
64926,162.922,118.758,162.922,118.758,336.486,245.676,179.572,0.653,16556130,16556130,1799,1.37,0.73,0.845,31
67279,162.217,120.147,162.217,120.147,339.862,252.05,0.432,0.677,17156145,17156145,1800,1.348,0.742,0.876,31
62599,161.005,118.22,161.005,118.22,331.125,240.706,179.777,0.63,15962745,15962745,1801,1.376,0.727,0.815,31
65029,163.272,119.213,163.272,119.213,336.996,245.693,0.078,0.654,16582395,16582395,1802,1.372,0.729,0.847,31
65667,163.617,119.253,163.617,119.253,338.935,246.684,179.323,0.661,16745085,16745085,1803,1.374,0.728,0.855,31
64393,162.91,118.718,162.91,118.718,336.173,243.886,179.624,0.648,16420215,16420215,1804,1.378,0.725,0.838,31
65496,163.945,119.228,163.945,119.228,336.463,247.849,179.423,0.659,16701480,16701480,1805,1.358,0.737,0.853,31
65797,161.193,119.513,161.193,119.513,338.702,247.342,0.266,0.662,16778235,16778235,1806,1.369,0.73,0.857,31
65121,165.105,119.305,165.105,119.305,332.322,249.501,179.843,0.655,16605855,16605855,1807,1.332,0.751,0.848,31
64639,166.232,118.312,166.232,118.312,334.498,246.043,178.906,0.65,16482945,16482945,1808,1.36,0.736,0.842,31
64125,167.263,119.37,167.263,119.37,332.393,245.632,179.34,0.645,16351875,16351875,1809,1.353,0.739,0.835,31
65610,163.446,119.388,163.446,119.388,337.518,247.505,179.595,0.66,16730550,16730550,1810,1.364,0.733,0.854,31
63986,163.996,119.759,163.996,119.759,333.874,244.013,179.833,0.644,16316430,16316430,1811,1.368,0.731,0.833,31
64465,164.71,118.861,164.71,118.861,333.536,246.088,179.741,0.649,16438575,16438575,1812,1.355,0.738,0.839,31
66684,162.773,119.226,162.773,119.226,340.887,249.07,179.703,0.671,17004420,17004420,1813,1.369,0.731,0.868,31
64444,162.328,120.336,162.328,120.336,336.758,243.655,179.79,0.648,16433220,16433220,1814,1.382,0.724,0.839,31
64431,163.265,119.767,163.265,119.767,336.126,244.063,0.302,0.648,16429905,16429905,1815,1.377,0.726,0.839,31
63656,163.388,119.848,163.388,119.848,334.008,242.657,179.888,0.64,16232280,16232280,1816,1.376,0.727,0.829,31
67542,162.725,120.539,162.725,120.539,339.313,253.445,0.106,0.679,17223210,17223210,1817,1.339,0.747,0.879,31
66219,160.637,120.866,160.637,120.866,337.576,249.759,179.962,0.666,16885845,16885845,1818,1.352,0.74,0.862,31
66825,159.835,119.434,159.835,119.434,340.48,249.895,0.408,0.672,17040375,17040375,1819,1.362,0.734,0.87,31
64609,161.755,118.801,161.755,118.801,337.994,243.385,179.39,0.65,16475295,16475295,1820,1.389,0.72,0.841,31
71315,161.16,120.766,161.16,120.766,348.967,260.199,0.339,0.717,18185325,18185325,1821,1.341,0.746,0.929,31
65930,161.95,122.595,161.95,122.595,337.627,248.631,0.828,0.663,16812150,16812150,1822,1.358,0.736,0.858,31
71584,159.759,120.945,159.759,120.945,349.703,260.632,0.066,0.72,18253920,18253920,1823,1.342,0.745,0.932,31
70154,160.606,121.142,160.606,121.142,347.356,257.151,0.185,0.706,17889270,17889270,1824,1.351,0.74,0.913,31
67866,158.223,122.035,158.223,122.035,342.841,252.04,179.235,0.683,17305830,17305830,1825,1.36,0.735,0.884,31
70009,161.095,122.251,161.095,122.251,346.865,256.983,0.326,0.704,17852295,17852295,1826,1.35,0.741,0.912,31
70713,160.558,121.78,160.558,121.78,349.309,257.751,0.138,0.711,18031815,18031815,1827,1.355,0.738,0.921,31
65372,159.603,122.498,159.603,122.498,336.42,247.411,179.835,0.658,16669860,16669860,1828,1.36,0.735,0.851,31
73298,160.348,121.444,160.348,121.444,353.668,263.88,179.973,0.737,18690990,18690990,1829,1.34,0.746,0.954,31
73956,160.572,121.19,160.572,121.19,355.561,264.832,0.357,0.744,18858780,18858780,1830,1.343,0.745,0.963,31
72394,159.713,120.767,159.713,120.767,352.648,261.38,0.226,0.728,18460470,18460470,1831,1.349,0.741,0.943,31
71984,160.567,121.971,160.567,121.971,352.728,259.84,0.306,0.724,18355920,18355920,1832,1.357,0.737,0.937,31
70857,160.574,121.283,160.574,121.283,348.645,258.767,179.96,0.713,18068535,18068535,1833,1.347,0.742,0.923,31
72935,160.284,122.035,160.284,122.035,354.396,262.034,0.248,0.734,18598425,18598425,1834,1.352,0.739,0.95,31
72880,160.503,121.45,160.503,121.45,353.236,262.696,0.058,0.733,18584400,18584400,1835,1.345,0.744,0.949,31
71968,160.054,121.859,160.054,121.859,351.641,260.585,179.965,0.724,18351840,18351840,1836,1.349,0.741,0.937,31
71831,160.055,121.571,160.055,121.571,351.618,260.107,0.061,0.723,18316905,18316905,1837,1.352,0.74,0.935,31
65733,161.434,121.735,161.434,121.735,337.799,247.762,179.875,0.661,16761915,16761915,1838,1.363,0.733,0.856,31
70738,160.842,121.631,160.842,121.631,348.631,258.343,0.448,0.712,18038190,18038190,1839,1.349,0.741,0.921,31
68988,161.029,122.21,161.029,122.21,347.12,253.049,0.202,0.694,17591940,17591940,1840,1.372,0.729,0.898,31
72430,159.609,121.404,159.609,121.404,352.394,261.698,0.204,0.729,18469650,18469650,1841,1.347,0.743,0.943,31
70300,160.813,122.436,160.813,122.436,346.992,257.956,0.576,0.707,17926500,17926500,1842,1.345,0.743,0.915,31
68577,162.223,122.847,162.223,122.847,344.546,253.42,1.053,0.69,17487135,17487135,1843,1.36,0.736,0.893,31
68176,160.665,123.47,160.665,123.47,343.127,252.981,0.24,0.686,17384880,17384880,1844,1.356,0.737,0.888,31
66588,160.494,122.555,160.494,122.555,339.271,249.896,0.513,0.67,16979940,16979940,1845,1.358,0.737,0.867,31
66438,159.725,121.178,159.725,121.178,341.087,248.006,179.569,0.668,16941690,16941690,1846,1.375,0.727,0.865,31
69728,160.581,120.869,160.581,120.869,347.658,255.367,179.823,0.701,17780640,17780640,1847,1.361,0.735,0.908,31
71052,160.131,121.949,160.131,121.949,348.695,259.442,0.005,0.715,18118260,18118260,1848,1.344,0.744,0.925,31
70824,159.65,121.315,159.65,121.315,349.276,258.179,0.072,0.712,18060120,18060120,1849,1.353,0.739,0.922,31
68743,160.642,120.408,160.642,120.408,344.108,254.357,0.703,0.692,17529465,17529465,1850,1.353,0.739,0.895,31
66459,160.039,121.705,160.039,121.705,340.311,248.65,179.661,0.669,16947045,16947045,1851,1.369,0.731,0.865,31
66946,160.746,122.243,160.746,122.243,338.604,251.734,4.798,0.673,17071230,17071230,1852,1.345,0.743,0.872,32
68057,157.597,119.294,157.597,119.294,339.827,254.991,3.653,0.685,17354535,17354535,1853,1.333,0.75,0.886,32
67082,157.076,118.572,157.076,118.572,338.374,252.417,5.05,0.675,17105910,17105910,1854,1.341,0.746,0.873,32
66413,158.108,118.437,158.108,118.437,336.063,251.619,4.835,0.668,16935315,16935315,1855,1.336,0.749,0.865,32
66632,158.938,119.571,158.938,119.571,338.141,250.897,5.747,0.67,16991160,16991160,1856,1.348,0.742,0.868,32
66469,158.873,119.42,158.873,119.42,337.037,251.103,5.078,0.669,16949595,16949595,1857,1.342,0.745,0.865,32
67158,158.191,119.743,158.191,119.743,338.516,252.598,5.492,0.676,17125290,17125290,1858,1.34,0.746,0.874,32
66420,159.145,120.61,159.145,120.61,336.198,251.544,5.308,0.668,16937100,16937100,1859,1.337,0.748,0.865,32
65947,156.294,119.022,156.294,119.022,335.481,250.287,5.627,0.663,16816485,16816485,1860,1.34,0.746,0.859,32
65349,160.371,118.646,160.371,118.646,335.477,248.02,5.569,0.657,16663995,16663995,1861,1.353,0.739,0.851,32
64041,157.385,119.951,157.385,119.951,332.196,245.456,6.408,0.644,16330455,16330455,1862,1.353,0.739,0.834,32
64890,158.512,119.068,158.512,119.068,333.2,247.961,6.029,0.653,16546950,16546950,1863,1.344,0.744,0.845,32
65675,157.216,117.711,157.216,117.711,335.833,248.993,6.1,0.661,16747125,16747125,1864,1.349,0.741,0.855,32
70504,158.91,120.056,158.91,120.056,346.923,258.756,3.026,0.709,17978520,17978520,1865,1.341,0.746,0.918,32
64593,159.52,119.969,159.52,119.969,333.157,246.858,7.941,0.65,16471215,16471215,1866,1.35,0.741,0.841,32
64318,158.117,120.889,158.117,120.889,332.514,246.282,7.027,0.643,16401090,16401090,1867,1.35,0.741,0.837,32
65989,158.745,119.127,158.745,119.127,336.191,249.917,6.995,0.664,16827195,16827195,1868,1.345,0.743,0.859,32
65204,158.024,118.851,158.024,118.851,334.519,248.178,6.328,0.656,16627020,16627020,1869,1.348,0.742,0.849,32
66464,159.727,118.716,159.727,118.716,337.443,250.782,5.857,0.669,16948320,16948320,1870,1.346,0.743,0.865,32
65396,160.153,118.812,160.153,118.812,334.796,248.703,7.498,0.658,16675980,16675980,1871,1.346,0.743,0.852,32
65577,157.141,119.851,157.141,119.851,334.633,249.513,6.537,0.66,16722135,16722135,1872,1.341,0.746,0.854,32
66534,158.967,118.406,158.967,118.406,337.663,250.882,6.042,0.669,16966170,16966170,1873,1.346,0.743,0.866,32
65395,158.736,118.736,158.736,118.736,334.596,248.848,6.963,0.658,16675725,16675725,1874,1.345,0.744,0.851,32
66189,158.738,119.514,158.738,119.514,336.417,250.506,6.175,0.666,16878195,16878195,1875,1.343,0.745,0.862,32
64914,157.865,118.421,157.865,118.421,334.233,247.286,7.456,0.653,16553070,16553070,1876,1.352,0.74,0.845,32
65232,158.282,117.46,158.282,117.46,333.945,248.712,7.27,0.656,16634160,16634160,1877,1.343,0.745,0.849,32
65091,157.734,118.866,157.734,118.866,332.761,249.057,5.96,0.654,16598205,16598205,1878,1.336,0.748,0.848,32
66007,157.594,117.711,157.594,117.711,336.298,249.905,6.11,0.663,16831785,16831785,1879,1.346,0.743,0.859,32
66263,157.843,119.393,157.843,119.393,336.322,250.857,5.241,0.667,16897065,16897065,1880,1.341,0.746,0.863,32
66151,156.922,117.708,156.922,117.708,336.922,249.987,6.205,0.665,16868505,16868505,1881,1.348,0.742,0.861,32
65454,158.082,118.55,158.082,118.55,335.54,248.371,7.28,0.658,16690770,16690770,1882,1.351,0.74,0.852,32
69670,158.748,120.502,158.748,120.502,345.21,256.964,4.04,0.7,17765850,17765850,1883,1.343,0.744,0.907,32
64424,156.853,120.133,156.853,120.133,332.416,246.761,5.388,0.648,16428120,16428120,1884,1.347,0.742,0.839,32
65697,159.104,118.717,159.104,118.717,335.303,249.47,6.745,0.661,16752735,16752735,1885,1.344,0.744,0.855,32
65045,157.107,118.701,157.107,118.701,333.866,248.057,8.053,0.654,16586475,16586475,1886,1.346,0.743,0.847,32
65851,159.915,117.321,159.915,117.321,337.046,248.761,6.249,0.662,16792005,16792005,1887,1.355,0.738,0.857,32
66983,159.61,119.407,159.61,119.407,338.875,251.672,5.893,0.674,17080665,17080665,1888,1.346,0.743,0.872,32
65782,158.544,120.214,158.544,120.214,334.866,250.119,5.576,0.662,16774410,16774410,1889,1.339,0.747,0.857,32
65762,159.038,117.956,159.038,117.956,336.267,249.001,5.169,0.662,16769310,16769310,1890,1.35,0.74,0.856,32
67554,157.424,119.385,157.424,119.385,338.814,253.863,4.66,0.68,17226270,17226270,1891,1.335,0.749,0.88,32
65775,163.512,120.694,163.512,120.694,335.235,249.817,6.23,0.662,16772625,16772625,1892,1.342,0.745,0.856,32
67625,159.521,119.761,159.521,119.761,334.65,257.292,179.773,0.68,17244375,17244375,1893,1.301,0.769,0.881,32
66703,159.035,119.76,159.035,119.76,335.789,252.923,5.069,0.671,17009265,17009265,1894,1.328,0.753,0.869,32
66634,158.411,120.405,158.411,120.405,335.809,252.647,5.776,0.67,16991670,16991670,1895,1.329,0.752,0.868,32
67097,161.214,121.008,161.214,121.008,338.11,252.671,4.566,0.675,17109735,17109735,1896,1.338,0.747,0.874,32
66158,163.115,120.963,163.115,120.963,336.06,250.655,5.915,0.666,16870290,16870290,1897,1.341,0.746,0.861,32
65553,163.013,120.576,163.013,120.576,335.325,248.907,7.082,0.659,16716015,16716015,1898,1.347,0.742,0.854,32
